Source,X,Y,Z,Nanoseconds=
6939,0.1,-0.455,0.009,5281995878
6939,0.215,-0.489,-0.182,5282004849
6939,0.227,-0.55,-0.083,5282033135
6939,0.223,-0.343,-0.281,5282041817
6939,0.221,-0.588,-0.234,5282049859
6939,0.231,-0.401,-0.383,5282057734
6939,0.374,-0.41,-0.481,5282065663
6939,0.348,-0.224,-0.559,5282073731
6939,0.357,-0.383,-0.38,5282081820
6939,0.217,-0.316,-0.22,5282089947
6939,0.137,-0.26,-0.118,5282098242
6939,0.16,-0.134,-0.271,5282106547
6939,0.179,0.101,-0.687,5282114646
6939,0.202,-0.158,-0.495,5282122791
6939,0.208,-0.326,-0.372,5282131071
6939,0.249,-0.495,-0.245,5282139521
6939,0.274,-0.608,-0.14,5282194759
6939,0.186,-0.491,-0.016,5282204345
6939,0.302,-0.54,-0.164,5282212846
6939,0.401,-0.749,-0.306,5282221023
6939,0.505,-0.743,-0.379,5282229168
6939,0.396,-0.58,-0.204,5282237315
6939,0.283,-0.469,-0.096,5282245418
6939,0.217,-0.391,-0.003,5282253567
6939,0.353,-0.638,-0.117,5282261796
6939,0.307,-0.7,-0.029,5282269878
6939,0.403,-0.687,-0.17,5282278134
6939,0.336,-0.462,-0.384,5282286267
6939,0.475,-0.626,-0.472,5282294368
6939,0.539,-0.852,-0.283,5282302636
6939,0.511,-0.747,-0.401,5282310680
6939,0.345,-0.562,-0.253,5282318687
6939,0.3,-0.64,-0.082,5282326759
6939,0.276,-0.676,0.014,6471578122
6939,0.426,-0.619,-0.387,6471586246
6939,0.394,-0.658,-0.184,6471588200
6939,0.414,-0.643,-0.34,6471589964
6939,0.462,-0.609,-0.445,6471591690
6939,0.507,-0.576,-0.504,6471606908
6939,0.468,-0.644,-0.275,6471608817
6939,0.501,-0.897,-0.086,6471610562
6939,0.355,-0.839,0.001,6471612454
6939,0.407,-1.031,0.196,6471614532
6939,0.216,-0.764,0.173,6471616391
6939,0.194,-0.755,0.233,6471618126
6939,0.188,-0.773,0.278,6471619844
6939,0.164,-0.803,0.31,6471621598
6939,0.099,-0.614,0.262,6471623376
6939,0.12,-0.385,-0.09,6471625174
6939,0.16,-0.192,-0.337,6471626997
6939,0.093,-0.173,-0.203,6471628715
6939,0.113,-0.336,-0.146,6471630518
6939,0.166,-0.491,-0.081,6471632268
6939,0.115,-0.412,-0.011,6471634012
6939,0.031,-0.348,0.076,6471635791
6939,0.174,-0.44,-0.132,6471650644
6939,0.296,-0.484,-0.298,6471652511
6939,0.375,-0.483,-0.441,6471654230
6939,0.42,-0.773,-0.295,6471655972
6939,0.482,-0.734,-0.391,6471657646
6939,0.322,-0.562,-0.273,6471659333
6939,0.387,-0.558,-0.362,6471661013
6939,0.366,-0.364,-0.445,6471662688
6939,0.416,-0.669,-0.24,6471664362
6939,0.39,-0.435,-0.367,6471666074
6939,0.266,-0.363,-0.179,6471667758
6939,0.149,-0.464,-0.087,6471669436
6939,0.158,-0.551,0,6471671147
6939,0.181,-0.639,0.059,6471672966
6939,0.297,-0.864,-0.088,6471674673
6939,0.264,-0.883,0.029,6471676372
6939,0.272,-0.862,0.11,6471678084
6939,0.421,-0.799,-0.083,6471679823
6939,0.383,-0.833,0.049,6471681549
6939,0.523,-0.715,-0.412,6471683259
6939,0.461,-0.795,-0.17,6471684933
6939,0.448,-0.535,-0.331,6471686589
6939,0.39,-0.618,-0.153,6471688273
6939,0.21,-0.435,-0.092,6471689922
6939,0.17,-0.531,-0.008,6471691649
6939,0.121,-0.455,0.067,6471693392
6939,0.058,-0.374,0.119,6471695156
6939,0.078,-0.522,0.139,6471696895
6939,0.189,-0.542,-0.07,6471698602
6939,0.241,-0.649,0.019,6471700316
6939,0.313,-0.719,0.089,6471701984
6939,0.269,-0.507,-0.165,6471703669
6939,0.188,-0.41,-0.102,6471705396
6939,0.196,-0.221,-0.312,6471707116
6939,0.255,-0.397,-0.2,6471708791
6939,0.242,-0.246,-0.352,6471710453
6939,0.233,-0.13,-0.493,6471712153
6939,0.167,-0.126,-0.337,6471713818
6939,0.207,-0.035,-0.45,6471715497
6939,0.129,-0.078,-0.279,6471717243
6939,0.061,-0.005,-0.371,6471718965
6939,0.126,0.034,-0.444,6471720755
6939,0.115,-0.058,-0.294,6471722421
6939,0.153,-0.299,-0.169,6471724137
6939,0.27,-0.682,-0.084,6471725844
6939,0.266,-0.77,0.029,6471727589
6939,0.353,-0.828,-0.092,6471729313
6939,0.343,-0.64,-0.251,6471730994
6939,0.319,-0.726,-0.041,6471732642
6939,0.215,-0.575,0.036,6471734326
6939,0.171,-0.455,0.078,6471736017
6939,0.194,-0.729,0.152,6471737750
6939,0.21,-0.814,0.206,6471739435
6939,0.245,-0.824,0.253,6471741154
6939,0.364,-0.87,0.067,6471742853
6939,0.286,-0.709,0.079,6471744546
6939,0.317,-0.766,0.155,6471746263
6939,0.324,-0.776,0.203,6471747974
6939,0.399,-0.761,-0.026,6471749657
6939,0.396,-0.519,-0.29,6471759769
6939,0.289,-0.468,-0.138,6471761630
6939,0.281,-0.753,-0.059,6471763290
6939,0.214,-0.54,-0.006,6471764946
6939,0.245,-0.634,0.047,6471766642
6939,0.19,-0.456,0.05,6471768341
6939,0.118,-0.358,0.088,6471770069
6939,0.21,-0.401,-0.166,6471771765
6939,0.211,-0.256,-0.344,6471773473
6939,0.193,-0.088,-0.473,6471775180
6939,0.249,-0.276,-0.327,6471776851
6939,0.34,-0.343,-0.447,6471778526
6939,0.398,-0.38,-0.525,6471780170
6939,0.556,-0.602,-0.592,6471781867
6939,0.464,-0.37,-0.643,6471783531
6939,0.414,-0.51,-0.433,6471785191
6939,0.241,-0.378,-0.292,6471786856
6939,0.223,-0.526,-0.128,6471788507
6939,0.311,-0.599,-0.226,6471790212
6939,0.236,-0.658,-0.115,6471791913
6939,0.181,-0.517,-0.046,6471793601
6939,0.208,-0.656,0.116,6471795320
6939,0.214,-0.704,0.176,6471797036
6939,0.254,-0.554,-0.038,6471798717
6939,0.335,-0.817,0.092,6471816334
6939,0.145,-0.607,0.092,6471818246
6939,0.117,-0.492,0.138,6471820039
6939,0.096,-0.595,0.203,6471821765
6939,0.083,-0.481,0.173,6471823504
6939,0.124,-0.611,0.225,6471825224
6939,0.222,-0.651,-0.02,6471826968
6939,0.215,-0.709,0.007,6471828732
6939,0.326,-0.943,0.084,6471830465
6939,0.373,-0.889,-0.136,6471832177
6939,0.227,-0.692,-0.086,6471833902
6939,0.346,-0.639,-0.26,6471835605
6939,0.342,-0.7,-0.096,6471837355
6939,0.373,-0.74,-0.011,6471839165
6939,0.353,-0.498,-0.226,6471840915
6939,0.395,-0.446,-0.401,6471842667
6939,0.353,-0.56,-0.238,6471844347
6939,0.309,-0.64,-0.121,6471846061
6939,0.379,-0.363,-0.527,6471847821
6939,0.268,-0.35,-0.309,6471849524
6939,0.183,-0.278,-0.174,6471851244
6939,0.126,-0.272,-0.07,6471852949
6939,0.059,-0.263,-0.007,6471854711
6939,0.038,-0.257,0.074,6471856467
6939,-0.002,-0.221,0.097,6471858253
6939,0.053,-0.406,0.09,6471860056
6939,0.1,-0.563,0.085,6471861843
6939,0.12,-0.43,-0.109,6471863629
6939,0.138,-0.253,-0.261,6471865409
6939,0.137,-0.24,-0.155,6471867135
6939,0.269,-0.629,-0.096,6471868901
6939,0.189,-0.5,-0.049,6471873211
6939,0.155,-0.432,0.032,6471888133
6939,0.334,-0.411,-0.425,6471890249
6939,0.296,-0.381,-0.244,6471892025
6939,0.248,-0.493,-0.116,6471893774
6939,0.144,-0.414,-0.046,6471908625
6939,0.058,-0.356,0.037,6471910375
6939,0.066,-0.215,-0.171,6471912106
6939,-0.002,-0.178,-0.116,6471913830
6939,-0.009,-0.18,-0.056,6471915572
6939,0.065,-0.109,-0.255,6471917313
6939,0.215,-0.223,-0.422,6471919049
6939,0.2,-0.34,-0.349,6471920727
6939,0.317,-0.427,-0.474,6471922422
6939,0.206,-0.367,-0.302,6471924068
6939,0.321,-0.431,-0.402,6471925770
6939,0.348,-0.547,-0.256,6471927473
6939,0.544,-0.503,-0.584,6471929153
6939,0.331,-0.403,-0.365,6471930844
6939,0.395,-0.432,-0.437,6471932573
6939,0.176,-0.314,-0.305,6471934219
6939,0.386,-0.42,-0.658,6471935903
6939,0.568,-0.399,-0.891,6471937597
6939,0.58,-0.426,-0.803,6471939285
6939,0.513,-0.544,-0.534,6471940973
6939,0.559,-0.556,-0.513,6471942624
6939,0.485,-0.374,-0.517,6471944254
6939,0.397,-0.519,-0.242,6471945920
6939,0.265,-0.442,-0.046,6471947630
6939,0.29,-0.516,-0.133,6471949295
6939,0.373,-0.563,-0.245,6471950984
6939,0.411,-0.333,-0.59,6471952664
6939,0.391,-0.486,-0.365,7739783562
6939,0.327,-0.565,-0.199,7739792977
6939,0.369,-0.552,-0.298,7739795266
6939,0.32,-0.605,-0.157,7739797402
6939,0.229,-0.522,0.003,7739799682
6939,0.125,-0.416,0.059,7739802038
6939,0.175,-0.445,-0.13,7739804290
6939,0.146,-0.595,0.027,7739806356
6939,0.271,-0.894,0.132,7739808402
6939,0.367,-0.902,-0.035,7739810491
6939,0.391,-0.685,-0.23,7739812541
6939,0.492,-0.667,-0.388,7739814608
6939,0.611,-0.806,-0.462,7739822226
6939,0.425,-0.621,-0.306,7739824479
6939,0.281,-0.459,-0.159,7739826550
6939,0.326,-0.443,-0.297,7739828578
6939,0.366,-0.76,-0.09,7739830653
6939,0.519,-0.966,-0.191,7739832796
6939,0.37,-0.698,-0.113,7739834828
6939,0.483,-0.835,-0.231,7739836938
6939,0.375,-0.827,-0.102,7739838966
6939,0.31,-0.81,0.029,7739841020
6939,0.202,-0.601,0.066,7739843103
6939,0.124,-0.445,0.122,7739845170
6939,0.181,-0.121,-0.45,7739847215
6939,0.286,-0.191,-0.55,7739849248
6939,0.269,-0.362,-0.349,7739851306
6939,0.204,-0.297,-0.211,7739853297
6939,0.302,-0.606,-0.103,7739855305
6939,0.21,-0.628,-0.048,7739857354
6939,0.228,-0.7,0.057,7739859443
6939,0.186,-0.571,0.107,7739861564
6939,0.238,-0.662,0.179,7739863588
6939,0.281,-0.909,0.241,7739865629
6939,0.264,-0.881,0.263,7739867654
6939,0.226,-0.879,0.275,7739869687
6939,0.241,-0.895,0.314,7739871705
6939,0.329,-1.081,0.415,7739873982
6939,0.369,-1.199,0.464,7739876256
6939,0.416,-1.257,0.505,7739878286
6939,0.483,-1.16,0.254,7739880323
6939,0.471,-1.235,0.343,7739891197
6939,0.391,-1.075,0.289,7739893438
6939,0.336,-0.974,0.272,7739895482
6939,0.278,-0.874,0.267,7739897584
6939,0.251,-0.82,0.267,7739899649
6939,0.267,-0.791,0.242,7739901666
6939,0.344,-0.714,-0.057,7739903763
6939,0.334,-0.772,0.049,7739905905
6939,0.311,-0.502,-0.196,7739907972
6939,0.272,-0.572,-0.101,7739909997
6939,0.233,-0.618,-0.074,7739912091
6939,0.343,-0.602,-0.263,7739914155
6939,0.251,-0.463,-0.11,7739916139
6939,0.326,-0.445,-0.306,7739918218
6939,0.477,-0.366,-0.725,7739920240
6939,0.435,-0.191,-0.76,7739922275
6939,0.421,-0.391,-0.49,7739924327
6939,0.473,-0.392,-0.541,7739926378
6939,0.361,-0.463,-0.401,7739928396
6939,0.217,-0.364,-0.241,7739930402
6939,0.237,-0.495,-0.106,7739932408
6939,0.232,-0.605,0.023,7739934436
6939,0.15,-0.482,0.079,7739936508
6939,0.141,-0.319,-0.103,7739938518
6939,0.067,-0.253,-0.029,7739940575
6939,0.192,-0.517,-0.255,7739942654
6939,0.231,-0.34,-0.385,7739944635
6939,0.353,-0.377,-0.49,7739946642
6939,0.248,-0.295,-0.304,7739948674
6939,0.27,-0.49,-0.154,7739950707
6939,0.386,-0.54,-0.263,7739952776
6939,0.365,-0.623,-0.144,7739954769
6939,0.415,-0.629,-0.269,7739956799
6939,0.47,-0.902,-0.071,7739958812
6939,0.446,-0.653,-0.242,7739960855
6939,0.394,-0.716,-0.078,7739962906
6939,0.353,-0.474,-0.265,7739964967
6939,0.428,-0.487,-0.364,7739966972
6939,0.36,-0.527,-0.225,7739968948
6939,0.221,-0.418,-0.111,7739970962
6939,0.244,-0.533,0.006,7739973040
6939,0.385,-0.727,-0.164,7739975165
6939,0.207,-0.577,-0.072,7739977206
6939,0.226,-0.67,0.012,7739979251
6939,0.25,-0.74,0.11,7739981277
6939,0.175,-0.617,0.169,7739983410
6939,0.193,-0.707,0.219,7739985453
6939,0.303,-0.737,0,7739987487
6939,0.227,-0.581,0.058,7739989682
6939,0.376,-0.736,-0.153,7739991730
6939,0.44,-0.675,-0.334,7739993749
6939,0.499,-0.908,-0.151,7739995771
6939,0.527,-1.027,-0.016,7739997832
6939,0.415,-0.928,0.035,7739999872
6939,0.376,-0.892,0.127,7740001966
6939,0.358,-1.039,0.235,7740003980
6939,0.32,-0.959,0.27,7740005988
6939,0.249,-0.901,0.316,7740008009
6939,0.227,-0.866,0.308,7740010001
6939,0.278,-1.038,0.385,7740012049
6939,0.27,-0.775,0.025,7740014030
6939,0.286,-0.503,-0.264,7740016132
6939,0.215,-0.55,-0.14,7740018169
6939,0.349,-0.666,-0.321,7740020197
6939,0.323,-0.664,-0.204,7740022189
6939,0.413,-0.629,-0.332,7740024201
6939,0.35,-0.645,-0.212,7740026201
6939,0.417,-0.897,-0.007,7740028259
6939,0.389,-0.853,0.065,7740030371
6939,0.334,-0.823,0.136,7740032442
6939,0.116,-0.581,0.105,7740034469
6939,0.096,-0.649,0.143,7740036558
6939,0.213,-0.791,-0.073,7740038628
6939,0.255,-0.785,0.024,7740040707
6939,0.422,-0.927,-0.147,7740042717
6939,0.379,-0.889,-0.065,7740044716
6939,0.332,-0.866,0.059,7740046768
6939,0.299,-0.832,0.122,7740048819
6939,0.218,-0.6,0.137,7740050882
6939,0.237,-0.631,0.189,7740052968
6939,0.159,-0.51,0.182,7740054986
6939,0.113,-0.417,0.194,7740057055
6939,0.167,-0.372,-0.134,7740059110
6939,0.17,-0.509,-0.066,7740061121
6939,0.133,-0.446,-0.33,7740063188
6939,0.21,-0.559,-0.22,7740065160
6939,0.124,-0.407,-0.17,7740067159
6939,0.182,-0.527,-0.06,7740069257
6939,0.204,-0.62,0.018,7740071322
6939,0.274,-0.86,0.096,7740073407
6939,0.269,-0.86,0.153,7740075485
6939,0.14,-0.838,0.191,7740077486
6939,0.195,-0.852,0.246,7740079532
6939,0.22,-0.661,-0.05,7740081582
6939,0.328,-0.871,0.048,7740083671
6939,0.34,-0.85,0.096,7740085679
6939,0.242,-0.79,0.099,7740087760
6939,0.273,-0.552,-0.149,7740089821
6939,0.229,-0.308,-0.38,7740091873
6939,0.248,-0.472,-0.187,7740093872
6939,0.185,-0.383,-0.124,7740095927
6939,0.348,-0.604,-0.296,7740098004
6939,0.346,-0.392,-0.431,7740099986
6939,0.425,-0.402,-0.542,7740102026
6939,0.218,-0.093,-0.041,7740104035
6939,0.223,-0.003,-0.368,7740106150
6939,0.262,0.013,-0.482,7740108256
6939,0.168,0.067,-0.549,7740110347
6939,0.129,-0.064,-0.318,7740112422
6939,0.036,-0.15,-0.147,7740114494
6939,0.066,-0.118,-0.28,7740116548
6939,0.219,-0.267,-0.416,7740118603
6939,0.154,-0.276,-0.211,7740120589
6939,0.484,-0.53,-0.583,7740122591
6939,0.439,-0.366,-0.596,7740124584
6939,0.385,-0.533,-0.384,7740126582
6939,0.291,-0.428,-0.206,7740132000
6939,0.278,-0.582,-0.038,7740134326
6939,0.19,-0.528,0.064,7740136391
6939,0.369,-0.787,-0.049,7740138476
6939,0.219,-0.638,0.02,7740140577
6939,0.305,-0.652,-0.15,7740142641
6939,0.322,-0.449,-0.32,7740144693
6939,0.415,-0.459,-0.43,7740146690
6939,0.273,-0.535,-0.298,7740148734
6939,0.389,-0.842,-0.107,7740150749
6939,0.271,-0.619,-0.041,7740152835
6939,0.355,-0.615,-0.217,7740154903
6939,0.213,-0.494,-0.1,7740156963
