Source,X,Y,Z,Nanoseconds
VR,0.0515484,-0.227986,1.03952,199489308
VR,0.0515145,-0.227914,1.0395,200085203
VR,0.0515006,-0.22787,1.03947,200686991
VR,0.0514864,-0.227826,1.03943,201282989
VR,0.0514717,-0.22778,1.0394,201898268
VR,0.0514555,-0.227729,1.03936,202584340
VR,0.0514389,-0.227677,1.03932,203270393
VR,0.0514231,-0.227627,1.03928,203942934
VR,0.0514083,-0.22758,1.03924,204541838
VR,0.0513929,-0.227531,1.03921,205185015
VR,0.0513786,-0.227486,1.03917,205775083
VR,0.0513643,-0.227441,1.03914,206364647
VR,0.0513499,-0.227396,1.0391,206961166
VR,0.0513353,-0.227351,1.03907,207561624
VR,0.0513209,-0.227305,1.03904,208158325
VR,0.0513064,-0.227261,1.039,208747752
VR,0.0512512,-0.227165,1.03896,209340529
VR,0.0512365,-0.227119,1.03893,209936688
VR,0.0512217,-0.227074,1.0389,210535523
VR,0.0512053,-0.227026,1.03886,211132539
VR,0.0511903,-0.22698,1.03883,211728355
VR,0.0511748,-0.226933,1.03879,212323909
VR,0.0511594,-0.226887,1.03876,212921494
VR,0.0511417,-0.226834,1.03872,213609069
VR,0.051124,-0.22678,1.03868,214296482
VR,0.0511066,-0.226728,1.03864,214970766
VR,0.0510882,-0.226673,1.0386,215679505
VR,0.0510731,-0.226627,1.03857,216272596
VR,0.0511334,-0.226678,1.03858,216958790
VR,0.0511181,-0.226633,1.03855,217548057
VR,0.0511032,-0.226587,1.03852,218137081
VR,0.0510862,-0.226539,1.03849,218733738
VR,0.0510707,-0.226493,1.03845,219330444
VR,0.0510551,-0.226447,1.03842,219927057
VR,0.0510395,-0.2264,1.03839,220523691
VR,0.0510206,-0.226348,1.03835,221121650
VR,0.0510037,-0.226298,1.03832,221740876
VR,0.0509866,-0.22625,1.03828,222343562
VR,0.0509696,-0.226201,1.03825,222939436
VR,0.0509529,-0.226154,1.03822,223535081
VR,0.0509365,-0.226107,1.03818,224124504
VR,0.0509473,-0.226046,1.03815,224765316
VR,0.0509294,-0.225995,1.03812,225385388
VR,0.0509136,-0.22595,1.03808,225946591
VR,0.0508974,-0.225903,1.03805,226525703
VR,0.0508798,-0.225853,1.03802,227154072
VR,0.0508624,-0.225803,1.03799,227733722
VR,0.0508441,-0.225752,1.03795,228336993
VR,0.0508248,-0.225701,1.03792,228925652
VR,0.0508071,-0.225652,1.03789,229522252
VR,0.0507888,-0.225601,1.03786,230118719
VR,0.050771,-0.225551,1.03782,230716899
VR,0.0507526,-0.2255,1.03779,231312471
VR,0.0507344,-0.22545,1.03776,231918721
VR,0.0507165,-0.2254,1.03773,232514574
VR,0.0506983,-0.22535,1.03769,233106665
VR,0.0507075,-0.225338,1.03764,233702508
VR,0.0506892,-0.225288,1.03761,234291432
VR,0.0506713,-0.225238,1.03758,234880722
VR,0.0506498,-0.225179,1.03754,235569946
VR,0.0506322,-0.225131,1.03751,236139859
VR,0.0506141,-0.225081,1.03748,236729197
VR,0.0505961,-0.225031,1.03745,237318137
VR,0.0505759,-0.224976,1.03742,237917948
VR,0.0505575,-0.224926,1.03738,238506638
VR,0.0505365,-0.224868,1.03735,239138868
VR,0.0505178,-0.224816,1.03732,239732643
VR,0.050499,-0.224765,1.03729,240326494
VR,0.0504801,-0.224713,1.03726,240924773
VR,0.0504259,-0.224586,1.03722,241519730
VR,0.0504069,-0.224534,1.03719,242111452
VR,0.050388,-0.224482,1.03716,242708455
VR,0.050369,-0.22443,1.03713,243303584
VR,0.0503498,-0.224377,1.03709,243905991
VR,0.0503303,-0.224323,1.03706,244503143
VR,0.0503113,-0.22427,1.03703,245099189
VR,0.0502917,-0.224215,1.037,245697897
VR,0.0502697,-0.224154,1.03697,246384336
VR,0.0502479,-0.224093,1.03693,247070587
VR,0.0502292,-0.22404,1.0369,247658951
VR,0.0502071,-0.223979,1.03686,248345641
VR,0.0501885,-0.223925,1.03683,248936962
VR,0.0502341,-0.223959,1.03684,249545276
VR,0.0502156,-0.223906,1.03681,250142545
VR,0.050197,-0.223853,1.03678,250732817
VR,0.0501785,-0.223799,1.03675,251332467
VR,0.0501598,-0.223746,1.03672,251929773
VR,0.0501418,-0.223691,1.03669,252526534
VR,0.0501233,-0.223638,1.03666,253123133
VR,0.0501053,-0.223584,1.03663,253719535
VR,0.0500865,-0.223529,1.03659,254328827
VR,0.0500685,-0.223475,1.03656,254929634
VR,0.0500507,-0.223422,1.03653,255525097
VR,0.0500324,-0.223367,1.0365,256126592
VR,0.0500158,-0.223317,1.03647,256686665
VR,0.049998,-0.223264,1.03644,257275422
VR,0.0499774,-0.223202,1.03641,257964006
VR,0.0499579,-0.223143,1.03638,258609485
VR,0.0499419,-0.22309,1.03635,259198316
VR,0.0499823,-0.223009,1.03631,259853996
VR,0.0499638,-0.222949,1.03628,260510383
VR,0.0499427,-0.222883,1.03624,261258673
VR,0.0499272,-0.22283,1.03621,261819187
VR,0.0499108,-0.222776,1.03618,262408013
VR,0.0498939,-0.222722,1.03615,263007629
VR,0.0498774,-0.222668,1.03612,263604557
VR,0.0498606,-0.222613,1.03609,264202960
VR,0.0498444,-0.222559,1.03606,264799559
VR,0.0498278,-0.222505,1.03603,265395829
VR,0.0498114,-0.222451,1.036,265987879
VR,0.0497949,-0.222397,1.03597,266583089
VR,0.0498102,-0.222386,1.03591,267178787
VR,0.0497948,-0.222335,1.03589,267740900
VR,0.0497798,-0.222279,1.03585,268336758
VR,0.0497638,-0.222226,1.03582,268925715
VR,0.0497462,-0.222162,1.03579,269612435
VR,0.0497303,-0.222108,1.03576,270206966
VR,0.049714,-0.22205,1.03573,270837302
VR,0.0496994,-0.221999,1.0357,271398154
VR,0.0496848,-0.221948,1.03567,271958301
VR,0.0496697,-0.221895,1.03564,272543061
VR,0.0496544,-0.221841,1.03561,273132101
VR,0.0496393,-0.221787,1.03558,273720558
VR,0.0496238,-0.221732,1.03555,274318514
VR,0.0496087,-0.221679,1.03552,274907122
VR,0.049551,-0.22155,1.03549,275497784
VR,0.0495363,-0.221494,1.03546,276093218
VR,0.0495209,-0.221439,1.03543,276693971
VR,0.0495061,-0.221384,1.0354,277282684
VR,0.0494908,-0.221329,1.03537,277878434
VR,0.049476,-0.221274,1.03534,278475578
VR,0.0494609,-0.221218,1.03531,279070038
VR,0.0494465,-0.221163,1.03528,279661414
VR,0.0494317,-0.221107,1.03525,280252517
VR,0.0494155,-0.221047,1.03522,280899596
VR,0.0493995,-0.220986,1.03518,281550705
VR,0.0493855,-0.220934,1.03515,282110921
VR,0.0493705,-0.220877,1.03512,282712598
VR,0.0493506,-0.220803,1.03508,283507870
VR,0.0493871,-0.220816,1.03509,284099347
VR,0.0493721,-0.22076,1.03506,284709227
VR,0.0493588,-0.220705,1.03503,285300269
VR,0.0493441,-0.220648,1.035,285913185
VR,0.0493307,-0.220592,1.03497,286473881
VR,0.0493175,-0.220541,1.03494,287023354
VR,0.049304,-0.220488,1.03492,287584563
VR,0.0492903,-0.220432,1.03489,288171007
VR,0.0492761,-0.220376,1.03486,288763837
VR,0.0492631,-0.220323,1.03483,289324348
VR,0.0492492,-0.220267,1.0348,289913026
VR,0.0492368,-0.220218,1.03478,290435072
VR,0.0492228,-0.220162,1.03475,291020858
VR,0.0492791,-0.220085,1.03472,291579318
VR,0.0492654,-0.220029,1.03469,292169709
VR,0.049252,-0.219972,1.03466,292759038
VR,0.0492382,-0.219915,1.03463,293352726
VR,0.0492252,-0.219858,1.0346,293934143
VR,0.0492123,-0.219805,1.03458,294494576
VR,0.0492003,-0.219749,1.03455,295053049
VR,0.0491877,-0.219695,1.03452,295611950
VR,0.0491751,-0.219641,1.0345,296169915
VR,0.0491629,-0.219585,1.03447,296726119
VR,0.0491505,-0.219531,1.03444,297280599
VR,0.0491381,-0.219476,1.03441,297839454
VR,0.0491257,-0.219421,1.03439,298399041
6e19,1.319,2.156,1.067,298508934
VR,0.0491134,-0.219367,1.03436,298957877
VR,0.049119,-0.219336,1.03432,299540720
VR,0.049107,-0.219281,1.03429,300100953
