Source,X,Y,Z,Nanoseconds
6957,0.0,0.0,0.0,933900721
6957,-0.038999999999999924,-0.07699999999999996,0.01100000000000012,933931294
6957,-0.706,1.0630000000000002,-0.9939999999999999,933937757
6957,-0.6719999999999999,1.008,-1.0099999999999998,933947633
6957,-0.792,0.6459999999999999,-0.9649999999999999,933957776
6957,-0.81,0.698,-1.2069999999999999,933979023
6957,-0.8520000000000001,0.7189999999999999,-0.8259999999999998,933993908
6957,-0.934,0.7709999999999999,-0.9999999999999999,933997126
6957,-0.972,0.8519999999999999,-1.127,934003727
6957,-0.554,0.927,-1.0299999999999998,934010349
6957,-0.575,0.9950000000000001,-1.265,934015359
6957,-0.619,1.0590000000000002,-1.382,934020355
6957,-0.7969999999999999,0.9039999999999999,-1.353,934029959
6957,-0.843,0.8580000000000001,-1.3299999999999998,934038162
6957,-0.8380000000000001,0.794,-1.3599999999999999,934044677
6957,-0.813,0.8959999999999999,-1.466,934049520
6957,-0.79,0.9750000000000001,-1.536,934057693
6957,-0.7170000000000001,0.9820000000000002,-1.656,934061015
6957,-0.806,1.1190000000000002,-1.593,934067668
6957,-0.8480000000000001,1.2189999999999999,-1.561,934072466
6957,-0.902,1.2280000000000002,-1.4969999999999999,934086805
6957,-0.9420000000000001,1.2309999999999999,-1.444,934093364
6957,-0.992,1.084,-0.968,934106352
6957,-1.058,0.9769999999999999,-0.9209999999999999,934116243
6957,-1.04,1.0779999999999998,-1.2329999999999999,934132549
6957,-0.9480000000000001,1.0230000000000001,-1.2839999999999998,934137786
6957,-0.871,0.9889999999999999,-1.3239999999999998,934141145
6957,-0.908,1.0140000000000002,-1.42,934146050
6957,-0.964,1.056,-1.47,934151013
6957,-0.9560000000000001,1.0550000000000002,-1.516,934154339
6957,-1.409,-1.755,-0.9159999999999999,934165722
6957,-1.502,0.10099999999999998,-0.7629999999999999,934172225
6957,-0.989,0.8010000000000002,-1.628,934177108
6957,-1.108,1.077,-0.7919999999999999,934200018
6957,-0.812,0.786,-0.35299999999999987,934206598
6957,-0.843,0.7650000000000001,-0.5129999999999999,934211470
6957,-0.8660000000000001,0.7869999999999999,-0.6359999999999999,934217960
6957,-0.897,0.8460000000000001,-0.714,934222854
6957,-0.923,0.8639999999999999,-0.7449999999999999,1552590340
6957,-0.928,0.8639999999999999,-0.7779999999999999,1552594719
6957,-0.934,0.8610000000000002,-0.8179999999999998,1552599728
6957,-0.911,0.9119999999999999,-0.8859999999999999,1552609601
6957,-0.8880000000000001,0.7749999999999999,-0.43399999999999994,1552632793
6957,-0.8920000000000001,0.8279999999999998,-0.6269999999999999,1552635986
6957,-0.91,0.863,-0.7329999999999999,1552639169
6957,-0.918,0.883,-0.8099999999999998,1552644029
6957,-0.8780000000000001,0.8180000000000001,-0.47399999999999987,1552657020
